UserId,RatioTC
1367454,0
1917136,0
6193328,0
7098782,0
2460784,0
830214,0
9568804,0
6229540,0
2131578,0
2618902,0
1046560,0
1463974,0
892754,0
7268121,0
230475,0
1010203,0
7218913,0
695193,0
4525364,0
7987104,0
2345678,0
2907851,0
7628459,0
7670060,0
894017,0
1670815,0
4330562,0
1709046,0
1692714,0
1171170,0
1057729,0
115571,0
1190768,0
2223826,0
3074993,0
7862006,0
6193316,0
2526718,0
2728268,0
1179413,0
3046539,0
1479335,0
1561072,0
8697,0
3383874,0
809392,0
6648,0
149923,0
92401,0
1253875,0
3645799,0
1881439,0
415219,0
2350546,0
2665843,0
4340389,0
2370086,0
2206566,0
2220275,0
491101,0
615882,0
7684613,0
1040361,0
2438182,0
2911633,0
6681563,0
15360,0
883891,0
4498666,0
3590238,0
451488,0
600137,0
960526,0
2599086,0
1641107,0
333374,0
5570772,0
124261,0
6400030,0
1036859,0
1188485,0
1411635,0
388444,0
1390231,0
1699750,0
1178416,0
2324259,0
6914227,0
873670,0
59508,0
754914,0
675182,0
794213,0
403255,0
1642231,0
1568684,0
1276757,0
669371,0
44462,0
2737131,0
2723407,0
1465910,0
7898346,0
2341963,0
5348534,0
647991,0
6429774,0
929529,0
1544250,0
6507620,0
309163,0
1268003,0
8173777,0
3883800,0
1491909,0
9388338,0
786337,0
4039431,0
989484,0
344527,0
5796490,0
7372356,0
7055388,0
2165785,0
2844678,0
3649904,0
5601730,0
2181098,0
2345512,0
4922735,0
1575595,0
1468375,0
3770657,0
2131398,0
1087065,0
2628392,0
4584612,0
751883,0
191403,0
1845819,0
6294851,0
1898612,0
905858,0
4593249,0
1131016,0
7803492,0
1146445,0
1225689,0
69370,0
2805507,0
265205,0
44714,0
1516397,0
435930,0
1147862,0
492918,0
1148821,0
414031,0
1353988,0
624443,0
6933790,0
1296783,0
8000382,0
7546259,0
490524,0
571646,0
4550,0
131889,0
553903,0
114459,0
2145721,0
4333931,0
5490451,0
2359388,0
314,0
5353589,0
2366276,0
698289,0
4244501,0
2295192,0
445117,0
318972,0
3398887,0
51090,0
1598477,0
425519,0
808018,0
2520196,0
423730,0
301051,0
3632828,0
2999249,0
1835622,0
5705790,0
6751906,0
4309169,0
124132,0
5060057,0
3479224,0
3212623,0
7140866,0
1068649,0
2197837,0
1173020,0
2149092,0
22946,0
5133,0
5913169,0
970463,0
31299,0
256935,0
837857,0
7236309,0
4963308,0
9550702,0
519216,0
552845,0
4385156,0
2338816,0
964076,0
600240,0
1870400,0
2682704,0
4512,0
5275376,0
997,0
5073281,0
3277581,0
525342,0
1726,0
5794667,0
882630,0
4497519,0
1190376,0
3094531,0
1742415,0
2097224,0
2696260,0
7764225,0
3396851,0
4395635,0
5622216,0
2504207,0
6835015,0
5706004,0
8328926,0
3373732,0
3805605,0
4440388,0
7285587,0
10092563,0
5046650,0
3383007,0
5446120,0
8345860,0
2764047,0
4753478,0
3317555,0
5989670,0
6176409,0
1822525,0
15440,0
4460406,0
1795795,0
3911119,0
5270903,0
5091431,0
2210343,0
1149319,0
116202,0
2133256,0
6587774,0
2584278,0
6441416,0
263962,0
550161,0
587776,0
6996675,0
1100575,0
3228694,0
2492828,0
572432,0
186861,0
3869662,0
261734,0
1355249,0
1991480,0
3767099,0
1775292,0
2022989,0
425523,0
752366,0
1202326,0
2064964,0
1178775,0
1815840,0
3198863,0
41541,0
3366109,0
1248833,0
44315,0
476690,0
5109067,0
661232,0
3397272,0
337928,0
685429,0
4607153,0
176817,0
7870920,0
2447165,0
1883592,0
150246,0
527298,0
268278,0
106997,0
1119495,0
6643987,0
507654,0
3204587,0
6320173,0
653192,0
2987216,0
4610365,0
1743517,0
760986,0
502926,0
5130239,0
9091240,0
2395339,0
4187589,0
6720857,0
729747,0
340400,0
496991,0
756177,0
2289078,0
2016155,0
1151067,0
1027332,0
6705,0
574873,0
2528850,0
355283,0
242305,0
1235824,0
603569,0
3114352,0
3357393,0
537,0
2785047,0
3931796,0
1580953,0
149900,0
2119566,0
1796049,0
3367685,0
2128944,0
1661987,0
7395882,0
473232,0
6016149,0
188547,0
102542,0
307428,0
3588577,0
12448,0
5986907,0
1036696,0
2899048,0
3519829,0
5045201,0
2682232,0
2042755,0
8939165,0
4312841,0
7458518,0
6788666,0
2108385,0
10132126,0
1727574,0
8561818,0
6532478,0
5910317,0
2637775,0
3193624,0
2532976,0
2058144,0
8368852,0
3703587,0
5110837,0
3138807,0
3595447,0
5701752,0
5112651,0
809037,0
5012699,0
1854667,0
764236,0
7484664,0
4053283,0
118873,0
9068206,0
4110613,0
2237898,0
5999693,0
3252642,0
5075118,0
6470860,0
1560414,0
99290,0
1935441,0
586198,0
67108,0
5169686,0
3570088,0
2005672,0
8158124,0
632681,0
1322987,0
4286268,0
4300137,0
5373110,0
8267764,0
4633477,0
1097910,0
2006776,0
7702375,0
3980989,0
1180503,0
2250391,0
1332656,0
1341399,0
3959694,0
451621,0
2829280,0
3316920,0
3935007,0
6730421,0
376751,0
6807520,0
6014438,0
3981747,0
2315453,0
889210,0
2389637,0
2810099,0
221917,0
1107129,0
28991,0
2428162,0
1491173,0
7469015,0
595810,0
1348310,0
6348097,0
1033430,0
715439,0
15637,0
1914104,0
3904109,0
435131,0
6038484,0
1539932,0
4735866,0
1582573,0
3941704,0
2430915,0
6212667,0
3767691,0
1311008,0
3254920,0
2064829,0
2847956,0
3021729,0
408106,0
75990,0
5870043,0
7955947,0
795819,0
7198013,0
1609077,0
